u,v,length,highway,geometry,edge_id
12084265274,12084265278,43.12996747419515,residential,"LINESTRING (76.948926 8.5297065, 76.9488658 8.5297214, 76.9488437 8.5297512, 76.948695 8.5298168, 76.9485738 8.5298632)",31687
12084265278,12084265274,43.12996747419515,residential,"LINESTRING (76.9485738 8.5298632, 76.948695 8.5298168, 76.9488437 8.5297512, 76.9488658 8.5297214, 76.948926 8.5297065)",31688
12084265279,12084265274,46.62839318790216,tertiary,"LINESTRING (76.9487742 8.5293154, 76.9489009 8.5296592, 76.948926 8.5297065)",31689
12084265279,7454361587,24.0108832752198,tertiary,"LINESTRING (76.9487742 8.5293154, 76.9487531 8.529258, 76.9487054 8.5291105)",31690
12084265279,12084265281,21.775890627573002,residential,"LINESTRING (76.9487742 8.5293154, 76.9486988 8.5293322, 76.9486089 8.5294119)",31691
12084265281,12084265279,21.775890627573002,residential,"LINESTRING (76.9486089 8.5294119, 76.9486988 8.5293322, 76.9487742 8.5293154)",31692
12084265282,7454361591,159.5033020406776,residential,"LINESTRING (76.9470734 8.5281856, 76.9473145 8.5282335, 76.9474038 8.5282549, 76.9474963 8.5282511, 76.9475594 8.528261, 76.947585 8.5283147, 76.9476601 8.5282855, 76.9479297 8.5282245, 76.948461 8.5281352)",31693
12084265294,12084265295,25.804645175581033,residential,"LINESTRING (76.9474818 8.5280794, 76.9475534 8.5278584)",31694
12084265295,12084265294,25.804645175581033,residential,"LINESTRING (76.9475534 8.5278584, 76.9474818 8.5280794)",31695
12084265295,12084265296,18.651709166269935,residential,"LINESTRING (76.9475534 8.5278584, 76.9477227 8.5278482)",31696
12084265295,7467891454,122.98966731103972,residential,"LINESTRING (76.9475534 8.5278584, 76.9475814 8.5277719, 76.9476018 8.5276301, 76.9476251 8.5275688, 76.9476211 8.5274402, 76.9475946 8.5273537, 76.9473914 8.5272934, 76.9471271 8.527217, 76.9470235 8.5272416)",31697
12084265296,12084265295,18.651709166269935,residential,"LINESTRING (76.9477227 8.5278482, 76.9475534 8.5278584)",31698
12084265299,7463094084,36.16147819664191,residential,"LINESTRING (76.9478818 8.5272695, 76.9479507 8.527236, 76.9480674 8.5271633, 76.9481582 8.5270949)",31699
12084265300,12084265301,41.08152471669767,residential,"LINESTRING (76.9474787 8.5306407, 76.9471192 8.5307412)",31700
12084265300,7454354532,23.603506828797485,residential,"LINESTRING (76.9474787 8.5306407, 76.9474779 8.5305993, 76.9474192 8.5304386)",31701
12084265300,7454354571,45.30492994723668,residential,"LINESTRING (76.9474787 8.5306407, 76.9474806 8.5307452, 76.9475046 8.5309831, 76.9475309 8.5310414)",31702
12084265301,12084265300,41.08152471669767,residential,"LINESTRING (76.9471192 8.5307412, 76.9474787 8.5306407)",31703
12084265302,12084265303,5.793520212111918,residential,"LINESTRING (76.9486324 8.5332132, 76.9486357 8.5332652)",31704
12084265302,6978613180,27.284031535636164,residential,"LINESTRING (76.9486324 8.5332132, 76.9485956 8.5332159, 76.9483844 8.5332185)",31705
12084265302,2444610585,76.4570760220387,residential,"LINESTRING (76.9486324 8.5332132, 76.9487216 8.5332067, 76.9489538 8.533206, 76.9493257 8.5331703)",31706
12084265303,12084265302,5.793520212111918,residential,"LINESTRING (76.9486357 8.5332652, 76.9486324 8.5332132)",31707
12084265308,12084265309,14.895322892655047,residential,"LINESTRING (76.9404292 8.526975, 76.9405586 8.5269354)",31708
12084265308,12084265310,40.664042117947794,residential,"LINESTRING (76.9404292 8.526975, 76.9404292 8.5273407)",31709
12084265308,4214066942,97.75925950040475,residential,"LINESTRING (76.9404292 8.526975, 76.9402936 8.5269629, 76.9400533 8.5269324, 76.9399793 8.5266582, 76.9398315 8.5266642, 76.9397568 8.5266522)",31710
12084265309,12084265308,14.895322892655047,residential,"LINESTRING (76.9405586 8.5269354, 76.9404292 8.526975)",31711
12084265310,12084265308,40.664042117947794,residential,"LINESTRING (76.9404292 8.5273407, 76.9404292 8.526975)",31712
12084265313,5701985057,60.806752815146304,residential,"LINESTRING (76.9396217 8.5276707, 76.9394081 8.5276464, 76.9392353 8.5276545, 76.9390739 8.5276208)",31713
12084265314,12084265315,22.243538928850374,residential,"LINESTRING (76.9410917 8.5263996, 76.9411035 8.5261999)",31714
12084265315,12084265314,22.243538928850374,residential,"LINESTRING (76.9411035 8.5261999, 76.9410917 8.5263996)",31715
12084265315,7591101102,72.57016841578148,residential,"LINESTRING (76.9411035 8.5261999, 76.9412154 8.5261858, 76.9413038 8.5261742, 76.9413804 8.5261575, 76.9414401 8.5261562, 76.941477 8.5261496, 76.9415051 8.5261423, 76.9415682 8.5261423, 76.9416453 8.5261502, 76.9417546 8.5261771)",31716
12084265315,7507002741,120.34058117471463,residential,"LINESTRING (76.9411035 8.5261999, 76.9409807 8.5261869, 76.94074 8.5261469, 76.940704 8.5261377, 76.940506 8.5261018, 76.9403499 8.5260774, 76.940325 8.5260799, 76.9403159 8.5260959, 76.9403072 8.526139, 76.9403108 8.5261903, 76.9403086 8.5263784)",31717
12084265316,6952989987,42.878402649847914,residential,"LINESTRING (76.9423253 8.5276848, 76.9421804 8.5280428)",31718
12084265316,12084265326,68.35385809455502,residential,"LINESTRING (76.9423253 8.5276848, 76.9424124 8.5274698, 76.9424203 8.5273549, 76.9424218 8.5271127, 76.9424232 8.527087)",31719
12084265316,12084265319,32.26299853445284,residential,"LINESTRING (76.9423253 8.5276848, 76.9424434 8.5277053, 76.9425173 8.527716, 76.942602 8.5277663)",31720
12084265319,12084265316,32.26299853445284,residential,"LINESTRING (76.942602 8.5277663, 76.9425173 8.527716, 76.9424434 8.5277053, 76.9423253 8.5276848)",31721
12084265326,12084265327,20.181023855231956,residential,"LINESTRING (76.9424232 8.527087, 76.942602 8.5271279)",31722
12084265326,11228834261,68.26397278395056,residential,"LINESTRING (76.9424232 8.527087, 76.9424295 8.5269679, 76.9425096 8.5268689, 76.942545 8.5266709, 76.9424927 8.5265871, 76.9424312 8.526556)",31723
12084265326,12084265316,68.35385809455504,residential,"LINESTRING (76.9424232 8.527087, 76.9424218 8.5271127, 76.9424203 8.5273549, 76.9424124 8.5274698, 76.9423253 8.5276848)",31724
12084265327,12084265326,20.181023855231956,residential,"LINESTRING (76.942602 8.5271279, 76.9424232 8.527087)",31725
12084265330,6975474165,166.6873746849662,residential,"LINESTRING (76.9432775 8.5281213, 76.9433304 8.5279906, 76.9433507 8.5278399, 76.9430763 8.5277789, 76.9430923 8.5275043, 76.943103 8.5274235, 76.9431198 8.5273797, 76.9431534 8.5273644, 76.9433237 8.5273877, 76.943429 8.5273949, 76.9434705 8.527395, 76.9434824 8.5273871, 76.9434886 8.5273684, 76.9434857 8.5272296)",31726
12084265332,7467344974,43.10761141973501,residential,"LINESTRING (76.9434706 8.5278539, 76.943558 8.5278861, 76.9438351 8.5279965)",31727
12084265334,11210004531,72.99647567430806,residential,"LINESTRING (76.9445741 8.5277688, 76.9445369 8.5276323, 76.9445141 8.5275401, 76.9444689 8.5271223)",31728
12084265335,11217140292,46.25585918253325,residential,"LINESTRING (76.9457317 8.5275712, 76.9457332 8.527532, 76.9457172 8.5272801, 76.9455917 8.527288)",31729
12084265335,9285348591,112.56425345397258,residential,"LINESTRING (76.9457317 8.5275712, 76.9457156 8.5279902, 76.9458857 8.5280134, 76.9463086 8.5279487)",31730
12084265335,12084265337,28.45066693169006,residential,"LINESTRING (76.9457317 8.5275712, 76.9459058 8.5275317, 76.9459859 8.5275317)",31731
12084265337,12084265335,28.45066693169006,residential,"LINESTRING (76.9459859 8.5275317, 76.9459058 8.5275317, 76.9457317 8.5275712)",31732
12084265338,11217140292,57.909741030757154,living_street,"LINESTRING (76.9455268 8.5277861, 76.9455545 8.5275835, 76.9456038 8.527454, 76.94563 8.5273961, 76.9455917 8.527288)",31733
12084265342,12084265344,44.297991564348024,living_street,"LINESTRING (76.9461569 8.5272316, 76.946257 8.5272087, 76.9465534 8.5271623)",31734
12084265344,7013511910,3.6827423755696294,residential,"LINESTRING (76.9465534 8.5271623, 76.9465631 8.527194)",31735
12084265344,6975474147,34.9929680006613,residential,"LINESTRING (76.9465534 8.5271623, 76.9464612 8.5268611)",31736
12084265344,12084265342,44.297991564348024,living_street,"LINESTRING (76.9465534 8.5271623, 76.946257 8.5272087, 76.9461569 8.5272316)",31737
12084265345,11210004531,31.200757535150792,residential,"LINESTRING (76.9441866 8.5271496, 76.9444254 8.527129, 76.9444689 8.5271223)",31738
12084265345,6975474160,30.930672423812524,residential,"LINESTRING (76.9441866 8.5271496, 76.9440097 8.5271648, 76.9439547 8.5271715, 76.9439212 8.5272059)",31739
12084265345,12084265348,41.348402223556725,residential,"LINESTRING (76.9441866 8.5271496, 76.9441833 8.5270288, 76.944155 8.5269098, 76.9441391 8.526782)",31740
12084265348,12084265345,41.348402223556725,residential,"LINESTRING (76.9441391 8.526782, 76.944155 8.5269098, 76.9441833 8.5270288, 76.9441866 8.5271496)",31741
12084265349,6970457592,40.906859130510995,residential,"LINESTRING (76.9434985 8.5265741, 76.9435161 8.5266727, 76.9435242 8.5268001, 76.9435081 8.5269393)",31742
12084265349,7467344956,35.65466236322773,residential,"LINESTRING (76.9434985 8.5265741, 76.9434839 8.5264924, 76.9434544 8.5263372, 76.9434457 8.5262579)",31743
12084265349,12084265351,64.4950805419381,residential,"LINESTRING (76.9434985 8.5265741, 76.9437976 8.526551, 76.9440825 8.5265212)",31744
12084265351,12084265349,64.4950805419381,residential,"LINESTRING (76.9440825 8.5265212, 76.9437976 8.526551, 76.9434985 8.5265741)",31745
12084265356,6975376303,54.36766471997525,residential,"LINESTRING (76.945462 8.5247276, 76.9454633 8.5246786, 76.9454271 8.5245353, 76.9454083 8.524465, 76.9453708 8.5243695, 76.9453254 8.5242614)",31746
12084265357,12084265401,93.31605859455087,residential,"LINESTRING (76.9405457 8.5256305, 76.9406655 8.5256214, 76.9413554 8.5253902)",31747
12084265357,5701985049,137.53120607280238,residential,"LINESTRING (76.9405457 8.5256305, 76.9403015 8.5256489, 76.9401273 8.5256338, 76.9399973 8.5256102, 76.9398786 8.5255878, 76.9394936 8.5254969, 76.9393174 8.5254516)",31748
12084265357,12084265365,129.7050028153334,residential,"LINESTRING (76.9405457 8.5256305, 76.9404927 8.5254437, 76.9404373 8.5253441, 76.9404388 8.5251598, 76.9404758 8.5250425, 76.9404958 8.5249694, 76.9405821 8.5249404, 76.9407623 8.5249267, 76.9407823 8.524849, 76.9409102 8.5248399)",31749
12084265365,12084265357,129.70500281533342,residential,"LINESTRING (76.9409102 8.5248399, 76.9407823 8.524849, 76.9407623 8.5249267, 76.9405821 8.5249404, 76.9404958 8.5249694, 76.9404758 8.5250425, 76.9404388 8.5251598, 76.9404373 8.5253441, 76.9404927 8.5254437, 76.9405457 8.5256305)",31750
12084265366,6967987021,16.6429372967339,residential,"LINESTRING (76.9415451 8.5247149, 76.9415177 8.5248621)",31751
12084265366,6967987017,138.02966834671568,residential,"LINESTRING (76.9415451 8.5247149, 76.941549 8.5246939, 76.941601 8.5243982, 76.9415568 8.5234794)",31752
12084265366,12084265374,224.21127920134677,residential,"LINESTRING (76.9415451 8.5247149, 76.9414224 8.5246959, 76.9411636 8.5246898, 76.9405797 8.5246776, 76.9402639 8.5246776, 76.9401391 8.5246289, 76.9401407 8.524379, 76.9400482 8.5243501, 76.9397805 8.5243017)",31753
12084265374,12084265375,105.9270176606033,primary,"LINESTRING (76.9397805 8.5243017, 76.9398069 8.5242549, 76.9399716 8.5239895, 76.9403115 8.5235075)",31754
12084265374,12084265366,224.21127920134674,residential,"LINESTRING (76.9397805 8.5243017, 76.9400482 8.5243501, 76.9401407 8.524379, 76.9401391 8.5246289, 76.9402639 8.5246776, 76.9405797 8.5246776, 76.9411636 8.5246898, 76.9414224 8.5246959, 76.9415451 8.5247149)",31755
12084265375,5701985042,46.70982266411108,primary,"LINESTRING (76.9403115 8.5235075, 76.940346 8.5234586, 76.940557 8.5231647)",31756
12084265375,12084265380,54.34872580679607,residential,"LINESTRING (76.9403115 8.5235075, 76.9404021 8.523544, 76.9403899 8.5236224, 76.9403727 8.5238115, 76.9404451 8.5238221, 76.9404961 8.5238234)",31757
12084265380,12084265390,177.02874010522987,residential,"LINESTRING (76.9404961 8.5238234, 76.9405162 8.5237545, 76.9406624 8.5237691, 76.940834 8.5237783, 76.9411063 8.5238075, 76.9412444 8.5238208, 76.9412685 8.523842, 76.9412752 8.5239415, 76.941235 8.5243195, 76.9412001 8.524537, 76.9412028 8.524602)",31758
12084265380,12084265375,54.34872580679607,residential,"LINESTRING (76.9404961 8.5238234, 76.9404451 8.5238221, 76.9403727 8.5238115, 76.9403899 8.5236224, 76.9404021 8.523544, 76.9403115 8.5235075)",31759
12084265380,12084265391,24.44853602129062,residential,"LINESTRING (76.9404961 8.5238234, 76.9404885 8.5239284, 76.9405072 8.5240415)",31760
12084265390,12084265380,177.0287401052299,residential,"LINESTRING (76.9412028 8.524602, 76.9412001 8.524537, 76.941235 8.5243195, 76.9412752 8.5239415, 76.9412685 8.523842, 76.9412444 8.5238208, 76.9411063 8.5238075, 76.940834 8.5237783, 76.9406624 8.5237691, 76.9405162 8.5237545, 76.9404961 8.5238234)",31761
12084265391,12084265380,24.44853602129062,residential,"LINESTRING (76.9405072 8.5240415, 76.9404885 8.5239284, 76.9404961 8.5238234)",31762
12084265395,5249803372,76.40489316944044,residential,"LINESTRING (76.9419449 8.5241951, 76.9418926 8.5239513, 76.941834 8.5237594, 76.9417848 8.523527)",31763
12084265396,11187234262,47.06156864101021,residential,"LINESTRING (76.9422217 8.5234287, 76.9425246 8.5233974, 76.9426461 8.523376)",31764
12084265396,5249803371,39.361900714286975,residential,"LINESTRING (76.9422217 8.5234287, 76.9419961 8.523452, 76.9419022 8.5235425)",31765
12084265396,12084265400,83.57928351072755,residential,"LINESTRING (76.9422217 8.5234287, 76.9422852 8.5236645, 76.9423177 8.5239862, 76.9423706 8.5241048, 76.9423868 8.5241571)",31766
12084265400,12084265396,83.57928351072755,residential,"LINESTRING (76.9423868 8.5241571, 76.9423706 8.5241048, 76.9423177 8.5239862, 76.9422852 8.5236645, 76.9422217 8.5234287)",31767
12084265401,7507002738,26.660775861872544,residential,"LINESTRING (76.9413554 8.5253902, 76.9415311 8.5253313, 76.9415676 8.5252881)",31768
12084265401,12084265357,93.31605859455087,residential,"LINESTRING (76.9413554 8.5253902, 76.9406655 8.5256214, 76.9405457 8.5256305)",31769
12084265401,12084265403,35.93998285560805,residential,"LINESTRING (76.9413554 8.5253902, 76.9413304 8.5252563, 76.9412903 8.5250735)",31770
12084265403,12084265401,35.93998285560805,residential,"LINESTRING (76.9412903 8.5250735, 76.9413304 8.5252563, 76.9413554 8.5253902)",31771
12084265404,7507002738,16.118557825164554,residential,"LINESTRING (76.9417141 8.5252834, 76.9415676 8.5252881)",31772
12084265404,10116495724,37.44838904013342,residential,"LINESTRING (76.9417141 8.5252834, 76.9417533 8.5252822, 76.9417721 8.5252924, 76.9417704 8.5253296, 76.941767 8.5254583, 76.9417828 8.525568)",31773
12084265404,12084265406,27.513106389709648,residential,"LINESTRING (76.9417141 8.5252834, 76.9417386 8.5251314, 76.9417494 8.5250385)",31774
12084265406,12084265404,27.513106389709648,residential,"LINESTRING (76.9417494 8.5250385, 76.9417386 8.5251314, 76.9417141 8.5252834)",31775
12084265408,5249803366,72.06466345047039,residential,"LINESTRING (76.9421346 8.5252213, 76.9420837 8.5248876, 76.9423493 8.5247218)",31776
12084265410,6975376288,50.95772912044324,residential,"LINESTRING (76.9431531 8.5241633, 76.9431685 8.5242425, 76.9433797 8.5245571)",31777
12084265411,12084265416,47.42718808487334,residential,"LINESTRING (76.9439914 8.5240025, 76.9440295 8.5239852, 76.9443745 8.5238067)",31778
12084265411,5249803358,28.590340371607653,residential,"LINESTRING (76.9439914 8.5240025, 76.9439118 8.5240388, 76.943895 8.5240633, 76.9438928 8.5241052, 76.9439238 8.5241992)",31779
12084265411,12084265415,71.64598328111781,residential,"LINESTRING (76.9439914 8.5240025, 76.9439387 8.5238556, 76.9438093 8.523627, 76.9437667 8.5235968, 76.9437323 8.5235417, 76.9436275 8.5235052)",31780
12084265415,12084265411,71.64598328111781,residential,"LINESTRING (76.9436275 8.5235052, 76.9437323 8.5235417, 76.9437667 8.5235968, 76.9438093 8.523627, 76.9439387 8.5238556, 76.9439914 8.5240025)",31781
12084265416,7097472430,46.978460602014366,residential,"LINESTRING (76.9443745 8.5238067, 76.9444228 8.5237817, 76.9446454 8.5236934, 76.9447745 8.5236624)",31782
12084265416,12084265411,47.42718808487334,residential,"LINESTRING (76.9443745 8.5238067, 76.9440295 8.5239852, 76.9439914 8.5240025)",31783
12084265416,12084265420,57.35247375948294,residential,"LINESTRING (76.9443745 8.5238067, 76.9442715 8.523624, 76.9442468 8.5233589, 76.9442442 8.5233186)",31784
12084265419,12084265420,15.56468582068954,residential,"LINESTRING (76.944264 8.52318, 76.9442442 8.5233186)",31785
12084265420,12084265419,15.56468582068954,residential,"LINESTRING (76.9442442 8.5233186, 76.944264 8.52318)",31786
12084265420,12084265416,57.35247375948293,residential,"LINESTRING (76.9442442 8.5233186, 76.9442468 8.5233589, 76.9442715 8.523624, 76.9443745 8.5238067)",31787
12084265420,7591234343,85.40085911037251,residential,"LINESTRING (76.9442442 8.5233186, 76.9440722 8.523327, 76.9440852 8.5232012, 76.9440591 8.5231798, 76.9439617 8.5231546, 76.9438765 8.5231546, 76.9438618 8.5230578, 76.9437854 8.5230259, 76.9437971 8.5229528)",31788
12084265433,7473335565,30.07310873500964,tertiary,"LINESTRING (76.9452409 8.5229407, 76.9452757 8.5231541, 76.9452885 8.5232069)",31789
12084265433,7494429107,54.62120617554144,tertiary,"LINESTRING (76.9452409 8.5229407, 76.9451845 8.5225944, 76.9451641 8.5224554)",31790
12084265433,7494429111,63.495360086961064,residential,"LINESTRING (76.9452409 8.5229407, 76.9450943 8.5229393, 76.9450487 8.5229048, 76.9449709 8.522934, 76.9449602 8.5230109, 76.9448502 8.5230083, 76.944749 8.5230177)",31791
12084265434,12084265435,22.540309886438468,residential,"LINESTRING (76.9436289 8.5243647, 76.9437085 8.5245515)",31792
12084265434,5249803358,37.51190260568899,residential,"LINESTRING (76.9436289 8.5243647, 76.9436657 8.5243345, 76.943783 8.5242583, 76.9439238 8.5241992)",31793
12084265434,6975376288,34.773072461218284,residential,"LINESTRING (76.9436289 8.5243647, 76.9435509 8.5244287, 76.9433797 8.5245571)",31794
12084265435,12084265434,22.540309886438468,residential,"LINESTRING (76.9437085 8.5245515, 76.9436289 8.5243647)",31795
12084265440,7507002701,56.566687005807175,residential,"LINESTRING (76.9431384 8.5238072, 76.943118 8.523757, 76.9430876 8.5236223, 76.943055 8.5235177, 76.9430266 8.523383, 76.9429866 8.5233258)",31796
12084265443,11187780370,60.8164597740097,primary,"LINESTRING (76.9420596 8.5191035, 76.9421097 8.5190198, 76.942227 8.5188704, 76.9423062 8.5187726, 76.9423916 8.518667)",31797
12084265443,12084265448,92.8212947872633,residential,"LINESTRING (76.9420596 8.5191035, 76.9422682 8.5191279, 76.9422894 8.5191384, 76.9423 8.5195182, 76.9424133 8.5195182, 76.942431 8.5196284)",31798
12084265448,12084265443,92.8212947872633,residential,"LINESTRING (76.942431 8.5196284, 76.9424133 8.5195182, 76.9423 8.5195182, 76.9422894 8.5191384, 76.9422682 8.5191279, 76.9420596 8.5191035)",31799
12084265453,10308420013,106.68329748980115,residential,"LINESTRING (76.9438767 8.5195269, 76.9438856 8.5198367, 76.9442094 8.5198297, 76.9442236 8.5200134, 76.9442448 8.5200852, 76.9442782 8.5201471)",31800
12084265454,7494136352,70.39198514841489,tertiary,"LINESTRING (76.9448465 8.5186279, 76.9448276 8.5183823, 76.9447376 8.5181366, 76.944678 8.5180259)",31801
12084265454,2392636380,131.7601963653512,tertiary,"LINESTRING (76.9448465 8.5186279, 76.9448517 8.5186953, 76.944857 8.5189871, 76.9448362 8.5192798, 76.9448222 8.5196025, 76.9447993 8.5197068, 76.9447907 8.5198088)",31802
12084265454,12084265456,46.06109961028695,residential,"LINESTRING (76.9448465 8.5186279, 76.9447354 8.5186415, 76.9444316 8.5186846)",31803
12084265456,12084265454,46.06109961028695,residential,"LINESTRING (76.9444316 8.5186846, 76.9447354 8.5186415, 76.9448465 8.5186279)",31804
12084265458,7456795653,14.71714939132163,residential,"LINESTRING (76.9482491 8.5343089, 76.9482214 8.5342556, 76.9482194 8.5341832)",31805
12084265459,12084265460,13.750869739000853,residential,"LINESTRING (76.9436533 8.5215296, 76.9436548 8.5214234, 76.9436518 8.5214062)",31806
12084265460,12084265461,16.924532526618577,residential,"LINESTRING (76.9436518 8.5214062, 76.9438057 8.521405)",31807
12084265460,12084265459,13.750869739000853,residential,"LINESTRING (76.9436518 8.5214062, 76.9436548 8.5214234, 76.9436533 8.5215296)",31808
12084265460,7493957169,170.23546310669795,residential,"LINESTRING (76.9436518 8.5214062, 76.9436432 8.5213565, 76.9436362 8.5212987, 76.9436128 8.5212502, 76.9435521 8.5211902, 76.9435054 8.521144, 76.9434517 8.5210863, 76.9434003 8.5210147, 76.9433513 8.5209639, 76.9433116 8.5209038, 76.9432602 8.5208346, 76.9432299 8.5207722, 76.9431972 8.5207099, 76.9431388 8.5206521, 76.9430804 8.5205852, 76.9430057 8.520502, 76.94298 8.5204305, 76.9429683 8.5203289, 76.9429738 8.5202372, 76.9429779 8.5201869, 76.9429726 8.520104)",31809
12084265461,12084265460,16.924532526618577,residential,"LINESTRING (76.9438057 8.521405, 76.9436518 8.5214062)",31810
12084265462,2888677855,119.89266032981195,residential,"LINESTRING (76.9441027 8.5306396, 76.9440867 8.5305382, 76.9439962 8.5303532, 76.9436843 8.5299839, 76.9434805 8.5297769)",31811
12084265462,7467784928,36.5872694462178,residential,"LINESTRING (76.9441027 8.5306396, 76.9441142 8.5307126, 76.9441029 8.5308247, 76.9441033 8.5309672)",31812
12084265462,12084265466,48.331910319361,residential,"LINESTRING (76.9441027 8.5306396, 76.9442037 8.5305952, 76.9443736 8.5305164, 76.9444302 8.5304779, 76.9444709 8.5304184)",31813
12084265466,12084265462,48.331910319361,residential,"LINESTRING (76.9444709 8.5304184, 76.9444302 8.5304779, 76.9443736 8.5305164, 76.9442037 8.5305952, 76.9441027 8.5306396)",31814
12084265467,6952989987,134.53458856546857,residential,"LINESTRING (76.9427996 8.5286725, 76.9428269 8.5286024, 76.9429239 8.5282442, 76.9428925 8.528227, 76.9427067 8.528171, 76.9424835 8.5281262, 76.9421804 8.5280428)",31815
12084265467,6953289085,36.21325382177516,residential,"LINESTRING (76.9427996 8.5286725, 76.9427866 8.5287059, 76.9426874 8.5288969, 76.9426616 8.5289676)",31816
12084265467,12084265469,14.324860545836632,residential,"LINESTRING (76.9427996 8.5286725, 76.9428531 8.5286862, 76.9429262 8.5287028)",31817
12084265469,12084265467,14.324860545836632,residential,"LINESTRING (76.9429262 8.5287028, 76.9428531 8.5286862, 76.9427996 8.5286725)",31818
12084269765,2392783041,5.741602347289081,secondary,"LINESTRING (76.9606446 8.5317431, 76.9606948 8.5317289)",31819
12084269765,2444610599,49.34749341390284,secondary,"LINESTRING (76.9606446 8.5317431, 76.9606144 8.5317517, 76.9604717 8.5317922, 76.9602114 8.5318588)",31820
12084269765,12084269767,32.46584663442104,residential,"LINESTRING (76.9606446 8.5317431, 76.9606122 8.5315858, 76.9605667 8.5314623)",31821
12084269767,12084269765,32.46584663442104,residential,"LINESTRING (76.9605667 8.5314623, 76.9606122 8.5315858, 76.9606446 8.5317431)",31822
12084269768,370508240,67.23098722654495,primary,"LINESTRING (76.9613324 8.5310214, 76.9613425 8.5310563, 76.961405 8.5311931, 76.9616125 8.5315575)",31823
12084269768,12084331372,67.99488577654128,residential,"LINESTRING (76.9613324 8.5310214, 76.9611582 8.5310393, 76.9610432 8.5310349, 76.9608724 8.5310454, 76.9607185 8.531076)",31824
12084273538,11097590169,64.801432927182,residential,"LINESTRING (76.9290792 8.5116984, 76.9289945 8.5119327, 76.9288847 8.5122485)",31825
12084273538,6950430582,91.46408628776501,residential,"LINESTRING (76.9290792 8.5116984, 76.9292043 8.5115066, 76.9292775 8.5113673, 76.9294721 8.5109746)",31826
12084273538,12084273541,90.34572785097305,residential,"LINESTRING (76.9290792 8.5116984, 76.9293117 8.5117455, 76.9295028 8.5118038, 76.9293991 8.5121697)",31827
12084273541,12084273538,90.34572785097305,residential,"LINESTRING (76.9293991 8.5121697, 76.9295028 8.5118038, 76.9293117 8.5117455, 76.9290792 8.5116984)",31828
12084273542,6956786512,37.10551506339808,residential,"LINESTRING (76.9319245 8.5128112, 76.932253 8.5128874)",31829
12084273542,7497228625,33.973738934966775,residential,"LINESTRING (76.9319245 8.5128112, 76.9316205 8.5127568)",31830
12084273542,12084273544,57.74525007290643,residential,"LINESTRING (76.9319245 8.5128112, 76.9319292 8.512643, 76.9319508 8.5122926)",31831
12084273544,12084273542,57.74525007290643,residential,"LINESTRING (76.9319508 8.5122926, 76.9319292 8.512643, 76.9319245 8.5128112)",31832
12084273545,6956786512,74.66739177918059,unclassified,"LINESTRING (76.9320904 8.5135372, 76.9321382 8.5134243, 76.9321972 8.5131033, 76.932253 8.5128874)",31833
12084273545,6956259774,133.56508935086129,unclassified,"LINESTRING (76.9320904 8.5135372, 76.9319437 8.5138832, 76.9318096 8.5142055, 76.9316195 8.5146444)",31834
12084273545,12084273547,38.40329010025872,residential,"LINESTRING (76.9320904 8.5135372, 76.9319643 8.5134833, 76.9317641 8.5134148)",31835
12084273547,12084273545,38.40329010025872,residential,"LINESTRING (76.9317641 8.5134148, 76.9319643 8.5134833, 76.9320904 8.5135372)",31836
12084273550,7130272124,62.557399348477915,residential,"LINESTRING (76.9320292 8.5142521, 76.9319316 8.514543, 76.9317999 8.5147635)",31837
12084273551,6956259761,40.37630118532035,unclassified,"LINESTRING (76.9330146 8.5096776, 76.9330697 8.5093186)",31838
12084273551,7505484250,20.331871509894828,unclassified,"LINESTRING (76.9330146 8.5096776, 76.9330099 8.5097079, 76.9329762 8.5098564)",31839
12084273551,12084273555,54.46073464153666,residential,"LINESTRING (76.9330146 8.5096776, 76.9329251 8.509681, 76.9328438 8.5095865, 76.9328228 8.509569, 76.9325701 8.5095736)",31840
12084273555,12084273551,54.46073464153666,residential,"LINESTRING (76.9325701 8.5095736, 76.9328228 8.509569, 76.9328438 8.5095865, 76.9329251 8.509681, 76.9330146 8.5096776)",31841
12084273556,7015775666,23.46578941839545,residential,"LINESTRING (76.9333587 8.509509, 76.9335699 8.5094789)",31842
12084273558,11187340721,83.95382822409451,living_street,"LINESTRING (76.9299761 8.5101415, 76.9297342 8.5100516, 76.9296946 8.5100032, 76.9292904 8.5098262)",31843
12084273559,7496288312,42.074440036551394,residential,"LINESTRING (76.9324747 8.507889, 76.9324909 8.507912, 76.9325631 8.508255)",31844
12084273559,7537563362,23.952793517761034,residential,"LINESTRING (76.9324747 8.507889, 76.9324674 8.5078787, 76.9324185 8.5078612, 76.9322656 8.5078687)",31845
12084273559,12084361271,148.84580244438092,residential,"LINESTRING (76.9324747 8.507889, 76.9324497 8.5077288, 76.9325204 8.5076798, 76.9325027 8.5075713, 76.9324249 8.5074086, 76.9324815 8.5073736, 76.9325841 8.5073596, 76.9326496 8.5073473, 76.9327169 8.5073841, 76.9328089 8.5073158, 76.9329009 8.5072675, 76.9328994 8.5072164, 76.9331206 8.5071737)",31846
12084291169,7468091988,36.55408467908842,residential,"LINESTRING (76.9501757 8.5317766, 76.9505072 8.5317522)",31847
12084291169,6952961502,88.94300010351725,residential,"LINESTRING (76.9501757 8.5317766, 76.9493691 8.531836)",31848
